"","indicator","p value","test type","dependent.var.value","independent.var.value","numbers","se","min","max"
"3114","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Shelter WASH","Female",0,NA,NA,NA
"3214","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Shelter WASH Health","Female",0.00376047339241301,NA,NA,NA
"3314","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food WASH","Female",0.0897860190838418,NA,NA,NA
"3413","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food WASH Health","Female",0.0293420528493249,NA,NA,NA
"3513","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Health","Female",0.0182568787668252,NA,NA,NA
"3612","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter","Female",0,NA,NA,NA
"3711","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter Education","Female",0,NA,NA,NA
"3810","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter Other","Female",0,NA,NA,NA
"398","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter WASH","Female",0.0381773833573073,NA,NA,NA
"406","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter WASH Health","Female",0.005511609329549,NA,NA,NA
"4113","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI WASH","Female",0.0280189389039928,NA,NA,NA
"4213","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI WASH Health","Female",0,NA,NA,NA
"4313","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Shelter","Female",0.0297349471151001,NA,NA,NA
"4412","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Shelter Health","Female",0,NA,NA,NA
"4512","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Shelter WASH","Female",0.00602300451258639,NA,NA,NA
"4610","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Shelter WASH Health","Female",0,NA,NA,NA
"479","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","WASH","Female",0.0556328279392772,NA,NA,NA
"483","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","WASH Health","Female",0,NA,NA,NA
"493","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Education","Male",0,NA,NA,NA
"503","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Education WASH","Male",0.00790052152185592,NA,NA,NA
"5112","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food","Male",0.144909238425943,NA,NA,NA
"5212","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Education","Male",0.00196043536842883,NA,NA,NA
"5312","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Education Health","Male",0.00115159539067297,NA,NA,NA
"5411","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Education WASH","Male",0.0101882861503267,NA,NA,NA
"5510","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Education WASH Health","Male",0.00315830605194681,NA,NA,NA
"568","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Health","Male",0.0183015936187432,NA,NA,NA
"573","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Shelter","Male",0.0257268490699253,NA,NA,NA
"583","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Shelter Education Health","Male",0.00173536344001369,NA,NA,NA
"592","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Shelter Education WASH","Male",0,NA,NA,NA
"602","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Shelter Education WASH Health","Male",0.00196043536842883,NA,NA,NA
"6111","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Shelter Health","Male",0.00739159761688503,NA,NA,NA
"6211","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Shelter WASH","Male",0.0293977496480824,NA,NA,NA
"6311","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food Shelter WASH Health","Male",0.00567912881747695,NA,NA,NA
"6411","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food WASH","Male",0.041351546303167,NA,NA,NA
"6510","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food WASH Health","Male",0.0413210596395356,NA,NA,NA
"665","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Food WASH Other","Male",0.00277754760753757,NA,NA,NA
"672","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Health","Male",0.0236274922538979,NA,NA,NA
"682","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","I don't know","Male",0.00371869344904812,NA,NA,NA
"692","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI","Male",0.0625888534324258,NA,NA,NA
"702","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Education WASH","Male",0.00339609538344224,NA,NA,NA
"7111","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food","Male",0.0728009669078518,NA,NA,NA
"7211","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Education Health","Male",0,NA,NA,NA
"7310","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Education WASH","Male",0,NA,NA,NA
"7410","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Education WASH Health","Male",0,NA,NA,NA
"753","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Health","Male",0.00479958426389606,NA,NA,NA
"761","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Shelter","Male",0.121570506446572,NA,NA,NA
"77","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Shelter Education WASH Health","Male",0.0100251283154164,NA,NA,NA
"78","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Shelter Health","Male",0,NA,NA,NA
"79","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Shelter WASH","Male",0.00196043536842883,NA,NA,NA
"80","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food Shelter WASH Health","Male",0.0035820703102078,NA,NA,NA
"81","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food WASH","Male",0.0927656993124698,NA,NA,NA
"82","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Food WASH Health","Male",0.0223298834277958,NA,NA,NA
"83","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Health","Male",0,NA,NA,NA
"84","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter","Male",0.00639308500366303,NA,NA,NA
"85","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter Education","Male",0.00329592815076447,NA,NA,NA
"86","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter Other","Male",0.00277754760753757,NA,NA,NA
"87","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter WASH","Male",0.0555151803178856,NA,NA,NA
"88","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI Shelter WASH Health","Male",0,NA,NA,NA
"89","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI WASH","Male",0.0287062020504226,NA,NA,NA
"90","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","NFI WASH Health","Male",0.0054092645896748,NA,NA,NA
"91","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Shelter","Male",0.0206332408020653,NA,NA,NA
"92","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Shelter Health","Male",0.0194987867480453,NA,NA,NA
"93","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Shelter WASH","Male",0.0235990910857811,NA,NA,NA
"94","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","Shelter WASH Health","Male",0.00347072688002738,NA,NA,NA
"95","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","WASH","Male",0.0564563167208849,NA,NA,NA
"96","which types of assistance have you faced problems in accessing ",0.211039140205146,"Pearson's X^2: Rao & Scott adjustment","WASH Health","Male",0.00616796713282527,NA,NA,NA
"Female117","which types of assistance have you faced problems in accessing  nfi",0.604506546628403,"two sample ttest on difference in means (two sided)",NA,"Female",0.464380303453292,0.050281500653453,0.365830373083897,0.562930233822687
"Male117","which types of assistance have you faced problems in accessing  nfi",0.604506546628403,"two sample ttest on difference in means (two sided)",NA,"Male",0.497916430888455,0.0319406069606353,0.43531399160126,0.560518870175649
"Female118","which types of assistance have you faced problems in accessing  food",0.785712977147198,"two sample ttest on difference in means (two sided)",NA,"Female",0.650024060991004,0.0479281327667816,0.556086646921858,0.74396147506015
"Male118","which types of assistance have you faced problems in accessing  food",0.785712977147198,"two sample ttest on difference in means (two sided)",NA,"Male",0.666845006869753,0.0338845988108018,0.600432413569992,0.733257600169513
"Female119","which types of assistance have you faced problems in accessing  shelter",0.353388878456043,"two sample ttest on difference in means (two sided)",NA,"Female",0.293178213795628,0.0470709958372149,0.200920757238252,0.385435670353004
"Male119","which types of assistance have you faced problems in accessing  shelter",0.353388878456043,"two sample ttest on difference in means (two sided)",NA,"Male",0.344212850997207,0.0289368729655693,0.28749762215948,0.400928079834934
"Female120","which types of assistance have you faced problems in accessing  education",0.178706329737032,"two sample ttest on difference in means (two sided)",NA,"Female",0.0809974234535669,0.0238139374003965,0.0343229638186984,0.127671883088435
"Male120","which types of assistance have you faced problems in accessing  education",0.178706329737032,"two sample ttest on difference in means (two sided)",NA,"Male",0.0447720951412969,0.0106297252432064,0.0239382164990561,0.0656059737835377
"Female121","which types of assistance have you faced problems in accessing  wash",0.917923082915708,"two sample ttest on difference in means (two sided)",NA,"Female",0.463584706052578,0.0504425229973753,0.364719177688389,0.562450234416767
"Male121","which types of assistance have you faced problems in accessing  wash",0.917923082915708,"two sample ttest on difference in means (two sided)",NA,"Male",0.45711864200362,0.0367813565110408,0.385028507939453,0.529208776067788
"Female122","which types of assistance have you faced problems in accessing  health",0.06508246318248,"two sample ttest on difference in means (two sided)",NA,"Female",0.284518001346002,0.0508467935989773,0.184860117162665,0.384175885529339
"Male122","which types of assistance have you faced problems in accessing  health",0.06508246318248,"two sample ttest on difference in means (two sided)",NA,"Male",0.17960998386549,0.0255652641782032,0.12950298682096,0.22971698091002
"Female123","which types of assistance have you faced problems in accessing  other",0.145314412139757,"two sample ttest on difference in means (two sided)",NA,"Female",0,0,0,0
"Male123","which types of assistance have you faced problems in accessing  other",0.145314412139757,"two sample ttest on difference in means (two sided)",NA,"Male",0.00555509521507514,0.00380714939564846,-0.00190678048415928,0.0130169709143096
"Female124","which types of assistance have you faced problems in accessing  i don t know",0.317947060332128,"two sample ttest on difference in means (two sided)",NA,"Female",0,0,0,0
"Male124","which types of assistance have you faced problems in accessing  i don t know",0.317947060332128,"two sample ttest on difference in means (two sided)",NA,"Male",0.00371869344904812,0.00371895128028613,-0.00357031712057181,0.0110077040186681
"1170","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge","Female",0.0217180383060704,NA,NA,NA
"2130","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Government authorities/army","Female",0.00265632970043712,NA,NA,NA
"399","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Government authorities/army Directly to service providers","Female",0,NA,NA,NA
"480","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Government authorities/army Refugee volunteers/outreach","Female",0,NA,NA,NA
"569","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Mahji","Female",0.0237638291709389,NA,NA,NA
"666","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Mahji Government authorities/army","Female",0.0368477655221049,NA,NA,NA
"754","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Mahji Info points or help desk","Female",0,NA,NA,NA
"853","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Mahji Refugee volunteers/outreach","Female",0.000838282061253531,NA,NA,NA
"942","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Refugee volunteers/outreach","Female",0.00251484618376059,NA,NA,NA
"1034","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Religious leaders","Female",0.000838282061253531,NA,NA,NA
"1171","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Religious leaders Government authorities/army","Female",0.000462410653618278,NA,NA,NA
"1235","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Religious leaders Mahji","Female",0.00982718977380061,NA,NA,NA
"1328","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency","Female",0.00717814049532963,NA,NA,NA
"1427","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Government authorities/army","Female",0.00624882602556084,NA,NA,NA
"1526","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Info points or help desk","Female",0,NA,NA,NA
"1626","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Mahji","Female",0.00130661338594853,NA,NA,NA
"1722","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Mahji Government authorities/army","Female",0,NA,NA,NA
"1822","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Religious leaders","Female",0,NA,NA,NA
"1920","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Directly to service providers","Female",0,NA,NA,NA
"2019","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army","Female",0.0036573181811403,NA,NA,NA
"2131","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army Hotline numbers","Female",0.00120437400694606,NA,NA,NA
"2223","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army Info points or help desk","Female",0,NA,NA,NA
"2318","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army Refugee volunteers/outreach","Female",0,NA,NA,NA
"2418","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army Refugee volunteers/outreach Info points or help desk","Female",0,NA,NA,NA
"2518","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","I don't know","Female",0.0154562188626222,NA,NA,NA
"2617","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Info points or help desk","Female",0,NA,NA,NA
"2717","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji","Female",0.684030218791917,NA,NA,NA
"2817","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Directly to service providers","Female",0.00105664307234602,NA,NA,NA
"2915","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Government authorities/army","Female",0.0967297151705006,NA,NA,NA
"3010","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Government authorities/army Directly to service providers","Female",0.00232379887800106,NA,NA,NA
"3115","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Government authorities/army Info points or help desk","Female",0.0128472841566452,NA,NA,NA
"3215","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Government authorities/army Refugee volunteers/outreach","Female",0.0118884554195117,NA,NA,NA
"3315","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Hotline numbers Feedback box","Female",0,NA,NA,NA
"3414","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Info points or help desk","Female",0,NA,NA,NA
"3514","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Refugee volunteers/outreach","Female",0.00443613667382188,NA,NA,NA
"3613","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Refugee volunteers/outreach Directly to service providers","Female",0,NA,NA,NA
"3712","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders","Female",0.00428216187884681,NA,NA,NA
"3811","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Government authorities/army","Female",0.000909560279279452,NA,NA,NA
"3910","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Government authorities/army Refugee volunteers/outreach","Female",0,NA,NA,NA
"407","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Mahji","Female",0.00735815724135184,NA,NA,NA
"4114","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Mahji Government authorities/army","Female",0.00865150410013364,NA,NA,NA
"4214","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Mahji Refugee volunteers/outreach","Female",0.000871237362275678,NA,NA,NA
"4314","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency","Female",0.00167656412250706,NA,NA,NA
"4413","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Government authorities/army","Female",0,NA,NA,NA
"4513","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Government authorities/army Hotline numbers","Female",0.00120437400694606,NA,NA,NA
"4611","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Mahji","Female",0.0170854159097927,NA,NA,NA
"4710","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Mahji Government authorities/army","Female",0.00966789789171912,NA,NA,NA
"484","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Religious leaders Government authorities/army","Female",0,NA,NA,NA
"494","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Religious leaders Mahji","Female",0.000462410653618278,NA,NA,NA
"504","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge","Male",0.010717306479214,NA,NA,NA
"5113","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Government authorities/army","Male",0.00119799590893375,NA,NA,NA
"5213","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Government authorities/army Directly to service providers","Male",0.000514197655019503,NA,NA,NA
"5313","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Government authorities/army Refugee volunteers/outreach","Male",0.00102839531003901,NA,NA,NA
"5412","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Mahji","Male",0.0292546205949183,NA,NA,NA
"5511","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Mahji Government authorities/army","Male",0.0744782304781931,NA,NA,NA
"5610","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Mahji Info points or help desk","Male",0.00959248163669347,NA,NA,NA
"574","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Mahji Refugee volunteers/outreach","Male",0.000514197655019503,NA,NA,NA
"584","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Refugee volunteers/outreach","Male",0,NA,NA,NA
"593","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Religious leaders","Male",0.000494731226494123,NA,NA,NA
"603","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Religious leaders Government authorities/army","Male",0.00118256026658295,NA,NA,NA
"6112","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Religious leaders Mahji","Male",0.00688588618020712,NA,NA,NA
"6212","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency","Male",0.00288301341198067,NA,NA,NA
"6312","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Government authorities/army","Male",0.00256416085382548,NA,NA,NA
"6412","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Info points or help desk","Male",0.000401904552221455,NA,NA,NA
"6511","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Mahji","Male",0.00476669482757131,NA,NA,NA
"667","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Mahji Government authorities/army","Male",1.7042298800929e-05,NA,NA,NA
"673","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Camp In Charge Site Management Support agency Religious leaders","Male",0.000401904552221455,NA,NA,NA
"683","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Directly to service providers","Male",0.000318848800773713,NA,NA,NA
"693","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army","Male",0.0106756860514592,NA,NA,NA
"703","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army Hotline numbers","Male",0,NA,NA,NA
"7112","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army Info points or help desk","Male",0.00060200049761012,NA,NA,NA
"7212","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army Refugee volunteers/outreach","Male",0.000576314967387837,NA,NA,NA
