"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"305","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"319","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"325","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"335","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"345","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"355","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Sulaymaniyah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"365","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"375","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"385","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"395","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Basrah",1,NA,1,1,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"405","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"419","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Erbil",0.0571428571428571,NA,0,0.134083573048513,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"425","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"435","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"445","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"453","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"463","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"473","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Sulaymaniyah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"483","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Didn’t understand SMS or phone call instructions","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"492","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"502","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"516","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"522","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"532","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Erbil",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"542","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"552","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"562","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"572","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"582","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"592","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Sulaymaniyah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"602","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"616","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"622","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"632","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"642","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"651","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Erbil",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"661","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"671","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"681","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"691","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"701","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"715","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Sulaymaniyah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"721","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"731","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"741","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"751","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"761","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"771","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Erbil",0.0571428571428571,NA,0,0.134083573048513,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"781","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"791","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"801","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"815","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"821","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"831","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Sulaymaniyah",0.0645161290322581,NA,0,0.151044350612865,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"841","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"851","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"861","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"871","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"881","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Dahuk",0.916666666666667,NA,0.760203975736723,1,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"891","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Erbil",0.628571428571429,NA,0.468406556296041,0.788736300846816,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"901","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"915","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"921","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"931","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"941","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"951","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Sulaymaniyah",0.903225806451613,NA,0.799093994846634,1,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"961","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"971","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"981","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"991","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1001","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1015","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Erbil",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1021","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1031","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1041","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1051","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1061","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1071","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Sulaymaniyah",0.032258064516129,NA,0,0.0944887247021738,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1081","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1091","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1105","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1115","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1121","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1131","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Erbil",0.0285714285714286,NA,0,0.083794901289729,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1141","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1151","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1161","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1171","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1181","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1191","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Sulaymaniyah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1201","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1215","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1221","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1231","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1241","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1251","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Erbil",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1261","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1271","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1281","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1291","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1301","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1315","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Sulaymaniyah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1321","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1331","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1341","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Baghdad",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1351","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1361","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1371","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Erbil",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1381","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1391","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1401","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1415","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1421","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1431","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Sulaymaniyah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1441","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1106","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Anbar",1,NA,1,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"220","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Baghdad",1,NA,1,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"320","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Basrah",0.964539007092199,NA,0.934004085895552,0.995073928288845,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"420","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Dahuk",0.946153846153846,NA,0.907342602135686,0.984965090172007,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"517","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Diyala",1,NA,1,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"617","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Erbil",1,NA,1,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"716","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Kerbala",1,NA,1,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"816","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Kirkuk",0.979166666666667,NA,0.961091883879319,0.997241449454014,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"916","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Missan",0.970149253731343,NA,0.929389599774702,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1016","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Muthanna",1,NA,1,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1116","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Najaf",1,NA,1,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1216","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Ninewa",0.968531468531469,NA,0.948292745564103,0.988770191498834,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1316","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Qadissiya",1,NA,1,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1416","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Salah al-Din",0.990909090909091,NA,0.973167390662501,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1515","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Sulaymaniyah",0.992647058823529,NA,0.982491249461116,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1615","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Thi-Qar",1,NA,1,1,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1715","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Anbar",0,NA,0,0,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1815","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Baghdad",0,NA,0,0,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1915","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Basrah",0.0354609929078014,NA,0.00492607171115468,0.0659959141044481,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"2010","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Dahuk",0.0538461538461538,NA,0.0150349098279935,0.0926573978643142,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"2110","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Diyala",0,NA,0,0,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"226","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Erbil",0,NA,0,0,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"236","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Kerbala",0,NA,0,0,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"246","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Kirkuk",0.0208333333333333,NA,0.00275855054598587,0.0389081161206808,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"256","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Missan",0.0298507462686567,NA,0,0.0706104002252981,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"266","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Muthanna",0,NA,0,0,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"276","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Najaf",0,NA,0,0,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"286","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Ninewa",0.0314685314685315,NA,0.0112298085011661,0.0517072544358968,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"296","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Qadissiya",0,NA,0,0,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
