"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"439","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.0927835051546392,NA,0.0349308346194329,0.150636175689845,"mantika","LY0213"
"535","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0.082089552238806,NA,0.0355191356829821,0.12865996879463,"mantika","LY0213"
"635","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0.157894736842105,NA,0,0.322183794691909,"mantika","LY0213"
"720","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0515463917525773,NA,0.00745642856169414,0.0956363549434605,"mantika","LY0213"
"820","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0.0447761194029851,NA,0.0096894750896834,0.0798627637162868,"mantika","LY0213"
"919","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0.0526315789473684,NA,0,0.15323766946102,"mantika","LY0213"
"1018","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.0618556701030928,NA,0.0138207423584616,0.109890597847724,"mantika","LY0213"
"1124","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.0223880597014925,NA,0,0.0474871221685005,"mantika","LY0213"
"1224","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0,NA,0,0,"mantika","LY0213"
"1319","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","IDP",0.0103092783505155,NA,0,0.0304509929056074,"mantika","LY0213"
"1417","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Non-Displaced",0.0373134328358209,NA,0.00515898311877448,0.0694678825528673,"mantika","LY0213"
"1516","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Returnee",0,NA,0,0,"mantika","LY0213"
"1102","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.938144329896907,NA,0.890118168449957,0.986170491343857,"mantika","LY0105"
"247","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.934426229508197,NA,0.890421755955704,0.978430703060689,"mantika","LY0105"
"340","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.982142857142857,NA,0.947394165213772,1,"mantika","LY0105"
"440","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.0103092783505155,NA,0,0.0304473170748341,"mantika","LY0105"
"536","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0.0327868852459016,NA,0.00112983760268354,0.0644439328891197,"mantika","LY0105"
"636","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0.0178571428571429,NA,0,0.0526058347862282,"mantika","LY0105"
"721","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.0103092783505155,NA,0,0.0304473170748341,"mantika","LY0105"
"821","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.0163934426229508,NA,0,0.0389672612528312,"mantika","LY0105"
"920","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0,NA,0,0,"mantika","LY0105"
"1019","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0206185567010309,NA,0,0.0489493252177516,"mantika","LY0105"
"1125","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0.00819672131147541,NA,0,0.0242251923073448,"mantika","LY0105"
"1225","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0,NA,0,0,"mantika","LY0105"
"1320","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","IDP",0.0206185567010309,NA,0,0.0489493252177516,"mantika","LY0105"
"1418","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Non-Displaced",0.00819672131147541,NA,0,0.0242251923073449,"mantika","LY0105"
"1517","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Returnee",0,NA,0,0,"mantika","LY0105"
"1103","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.894736842105263,NA,0.832929905008066,0.956543779202461,"mantika","LY0103"
"248","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.976190476190476,NA,0.949529838517538,1,"mantika","LY0103"
"341","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",1,NA,1,1,"mantika","LY0103"
"441","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.0210526315789474,NA,0,0.0499650374250984,"mantika","LY0103"
"537","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0,NA,0,0,"mantika","LY0103"
"637","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0103"
"722","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0736842105263158,NA,0.0210681758022045,0.126300245250427,"mantika","LY0103"
"822","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0.00793650793650794,NA,0,0.0234536721492712,"mantika","LY0103"
"921","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0,NA,0,0,"mantika","LY0103"
"1020","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.0105263157894737,NA,0,0.0310800949609022,"mantika","LY0103"
"1126","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.0158730158730159,NA,0,0.037729645353529,"mantika","LY0103"
"1226","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0,NA,0,0,"mantika","LY0103"
"1104","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.788461538461539,NA,0.709800727298451,0.867122349624626,"mantika","LY0319"
"249","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.819672131147541,NA,0.75130273291931,0.888041529375772,"mantika","LY0319"
"342","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",1,NA,1,1,"mantika","LY0319"
"442","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0673076923076923,NA,0.0190490564784068,0.115566328136978,"mantika","LY0319"
"538","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0.0327868852459016,NA,0.00111882836999355,0.0644549421218097,"mantika","LY0319"
"638","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0,NA,0,0,"mantika","LY0319"
"723","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.134615384615385,NA,0.0688760314514002,0.200354737779369,"mantika","LY0319"
"823","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.122950819672131,NA,0.0645541694895027,0.18134746985476,"mantika","LY0319"
"922","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0,NA,0,0,"mantika","LY0319"
"1021","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.00961538461538462,NA,0,0.0284110959445463,"mantika","LY0319"
"1127","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0.0245901639344262,NA,0,0.052131469584719,"mantika","LY0319"
"1227","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0319"
"1105","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.872549019607843,NA,0.80773549646965,0.937362542746036,"mantika","LY0214"
"250","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.992537313432836,NA,0.977943532236698,1,"mantika","LY0214"
"343","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.989795918367347,NA,0.969868732975349,1,"mantika","LY0214"
"443","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0392156862745098,NA,0.00148958002419346,0.0769417925248261,"mantika","LY0214"
"539","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0,NA,0,0,"mantika","LY0214"
"639","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0,NA,0,0,"mantika","LY0214"
"724","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.0686274509803922,NA,0.0194903225581018,0.117764579402683,"mantika","LY0214"
"824","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0,NA,0,0,"mantika","LY0214"
"923","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0,NA,0,0,"mantika","LY0214"
"1022","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.00980392156862745,NA,0,0.0289535184880963,"mantika","LY0214"
"1128","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0.00746268656716418,NA,0,0.0220564677633016,"mantika","LY0214"
"1228","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0.0102040816326531,NA,0,0.0301312670246506,"mantika","LY0214"
"1321","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","IDP",0.00980392156862745,NA,0,0.0289535184880963,"mantika","LY0214"
"1419","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Non-Displaced",0,NA,0,0,"mantika","LY0214"
"1518","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Returnee",0,NA,0,0,"mantika","LY0214"
"1106","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0,NA,0,0,"mantika","LY0212"
"251","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0.00746268656716418,NA,0,0.0220570055251559,"mantika","LY0212"
"344","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0.02,NA,0,0.0474816779695448,"mantika","LY0212"
"444","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.510869565217391,NA,0.408566497854384,0.613172632580398,"mantika","LY0212"
"540","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.223880597014925,NA,0.153194287174683,0.294566906855168,"mantika","LY0212"
"640","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0.52,NA,0.421929700621465,0.618070299378535,"mantika","LY0212"
"725","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.478260869565217,NA,0.376030383316252,0.580491355814183,"mantika","LY0212"
"825","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.761194029850746,NA,0.688894897063045,0.833493162638448,"mantika","LY0212"
"924","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.44,NA,0.342560384329638,0.537439615670362,"mantika","LY0212"
"1023","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.0108695652173913,NA,0,0.0320899945201286,"mantika","LY0212"
"1129","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0.00746268656716418,NA,0,0.0220570055251559,"mantika","LY0212"
"1229","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0.02,NA,0,0.0474816779695448,"mantika","LY0212"
"1107","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",1,NA,1,1,"mantika","LY0208"
"252","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.852941176470588,NA,0.733340480884325,0.972541872056851,"mantika","LY0208"
"345","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.689655172413793,NA,0.570038328938051,0.809272015889535,"mantika","LY0208"
"445","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0,NA,0,0,"mantika","LY0208"
"541","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0.0294117647058824,NA,0,0.08646846794142,"mantika","LY0208"
"641","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0.155172413793103,NA,0.0615574261501044,0.248787401436103,"mantika","LY0208"
"726","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0,NA,0,0,"mantika","LY0208"
"826","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.117647058823529,NA,0.0088441948219832,0.226449922825076,"mantika","LY0208"
"925","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0.155172413793103,NA,0.0615574261501043,0.248787401436103,"mantika","LY0208"
"1108","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.98019801980198,NA,0.952979998021088,1,"mantika","LY0321"
"253","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.982608695652174,NA,0.958674795116145,1,"mantika","LY0321"
"346","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",1,NA,1,1,"mantika","LY0321"
"446","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0198019801980198,NA,0,0.0470200019789121,"mantika","LY0321"
"542","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0,NA,0,0,"mantika","LY0321"
"642","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0,NA,0,0,"mantika","LY0321"
"727","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0,NA,0,0,"mantika","LY0321"
"827","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.00869565217391304,NA,0,0.0256941947734685,"mantika","LY0321"
"926","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0,NA,0,0,"mantika","LY0321"
"1024","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0,NA,0,0,"mantika","LY0321"
"1130","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0.00869565217391304,NA,0,0.0256941947734686,"mantika","LY0321"
"1230","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0321"
"1109","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.74468085106383,NA,0.656400505115182,0.832961197012478,"mantika","LY0215"
"254","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.0444444444444444,NA,0.00962907616609283,0.0792598127227961,"mantika","LY0215"
"347","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0.846153846153846,NA,0.776707006904235,0.915600685403458,"mantika","LY0215"
"447","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.24468085106383,NA,0.157644138735314,0.331717563392346,"mantika","LY0215"
"543","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.948148148148148,NA,0.910689291441108,0.985607004855188,"mantika","LY0215"
"643","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.134615384615385,NA,0.068919762512325,0.200311006718444,"mantika","LY0215"
"728","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.0106382978723404,NA,0,0.0314089848023628,"mantika","LY0215"
"828","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0,NA,0,0,"mantika","LY0215"
"927","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0.00961538461538462,NA,0,0.0283985926819236,"mantika","LY0215"
"1025","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0,NA,0,0,"mantika","LY0215"
"1131","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0.00740740740740741,NA,0,0.021893555221824,"mantika","LY0215"
"1231","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0.00961538461538462,NA,0,0.0283985926819236,"mantika","LY0215"
"1132","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.163265306122449,NA,0.0899701553416336,0.236560456903264,"mantika","LY0107"
"255","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0.037593984962406,NA,0.00521524349136997,0.069972726433442,"mantika","LY0107"
"348","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0.0375,NA,0,0.079198309458573,"mantika","LY0107"
"448","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.714285714285714,NA,0.624700495068653,0.803870933502775,"mantika","LY0107"
"544","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.902255639097744,NA,0.851704345178424,0.952806933017064,"mantika","LY0107"
"644","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.8875,NA,0.81814737764743,0.95685262235257,"mantika","LY0107"
"729","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.122448979591837,NA,0.0574437683790772,0.187454190804596,"mantika","LY0107"
"829","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.0601503759398496,NA,0.0196769491010544,0.100623802778645,"mantika","LY0107"
"928","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0.0625,NA,0.00937143424185328,0.115628565758147,"mantika","LY0107"
"1026","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","IDP",0,NA,0,0,"mantika","LY0107"
"1133","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Non-Displaced",0,NA,0,0,"mantika","LY0107"
"1232","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Returnee",0.0125,NA,0,0.0368851821378968,"mantika","LY0107"
"1134","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.95945945945946,NA,0.914408811358805,1,"mantika","LY0104"
"256","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.991803278688525,NA,0.975763005518349,1,"mantika","LY0104"
"349","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0135135135135135,NA,0,0.0398873112662428,"mantika","LY0104"
"449","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0,NA,0,0,"mantika","LY0104"
"545","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.027027027027027,NA,0,0.0640688615658051,"mantika","LY0104"
"645","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.00819672131147541,NA,0,0.0242369944816512,"mantika","LY0104"
"1135","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.862068965517241,NA,0.789497149003587,0.934640782030896,"mantika","LY0216"
"257","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.955223880597015,NA,0.920152809438188,0.990294951755842,"mantika","LY0216"
"350","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.99,NA,0.970468157419962,1,"mantika","LY0216"
"450","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","IDP",0.0919540229885057,NA,0.0311397837483607,0.152768262228651,"mantika","LY0216"
"546","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Non-Displaced",0.0447761194029851,NA,0.00970504824415801,0.0798471905618121,"mantika","LY0216"
"646","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Returnee",0.01,NA,0,0.0295318425800377,"mantika","LY0216"
"730","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.0229885057471264,NA,0,0.0545291964648424,"mantika","LY0216"
"830","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0,NA,0,0,"mantika","LY0216"
"929","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0216"
"1027","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0229885057471264,NA,0,0.0545291964648425,"mantika","LY0216"
"1136","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0,NA,0,0,"mantika","LY0216"
"1233","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0,NA,0,0,"mantika","LY0216"
"1137","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.905405405405405,NA,0.83858501586037,0.972225794950441,"mantika","LY0318"
"258","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",1,NA,1,1,"mantika","LY0318"
"351","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.9375,NA,0.853453270379142,1,"mantika","LY0318"
"451","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0675675675675676,NA,0.0102573404815396,0.124877794653596,"mantika","LY0318"
"547","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0,NA,0,0,"mantika","LY0318"
"647","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0.03125,NA,0,0.0916623932592764,"mantika","LY0318"
"731","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.027027027027027,NA,0,0.0640527739061804,"mantika","LY0318"
